3pl_id,min_monthly_volume,max_monthly_volume,average_shipping_time_days,dock_to_stock_hours,max_daily_orders,picking_accuracy_pct,available_storage_sqft,temp_controlled_storage,headquarters_state,num_warehouses,service_coverage,covered_states,tech_Shopify,tech_WooCommerce,tech_Amazon,tech_NetSuite,tech_Etsy,tech_Magento,service_Pick and Pack,service_Returns,service_Kitting,service_FBA Prep,service_Custom Packaging,service_Inventory Management,service_B2B Fulfillment,service_International Shipping,specialty_Fragile Items,specialty_Heavy Goods,specialty_High SKU Count,specialty_Perishables
2571,211,791,4,5,541,96.93,14836,1,IL,3,National,MA;NC;GA;PA;VA;TN;NY;MI;OH;CA;IL;TX,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
2572,180,1010,4,6,1810,95.54,14467,0,CA,2,National,MI;NC;FL;CA;IL;MA;TX,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
2573,137,2719,5,4,1173,98.51,36832,1,FL,3,Regional,VA;NY;WA;CA;FL;OH,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0
2574,490,2694,5,5,495,94.59,58552,0,NY,6,Regional,GA;NY;AZ;PA;CA;NC,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
2575,119,425,2,7,1642,89.13,144610,1,NY,8,International,CA;GA;VA;AZ;TX;MI;TN;WA;FL;PA;NY;MA;OH,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
2576,690,2624,4,7,1291,83.07,33486,0,TX,1,International,NC;OH;GA;NY;MA;IL;WA;MI;CA;FL;TX;AZ;TN;VA;PA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
2577,530,3108,4,6,4945,96.43,14625,1,NY,6,Regional,NY;TN;PA,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
2578,135,1227,2,10,1332,89.9,6110,1,TX,3,Regional,MI;TN;TX;MA,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
2579,289,35122,4,7,1687,90.61,6750,0,NY,2,International,MA;NC;WA;CA;VA;TX;TN;GA;OH;PA;AZ;NY;MI;IL;FL,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
2580,345,5529,4,7,1249,97.02,10173,0,NY,2,National,GA;MA;PA;OH;IL;NC;WA;TN,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
2581,55,4610,3,14,527,97.47,10387,0,IL,9,National,NC;TX;OH;CA;FL;PA;NY;TN,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0
2582,406,11393,5,8,481,97.96,26545,1,TX,7,International,NY;FL;MI;TN;WA;CA;AZ;MA;OH;TX;PA;GA;NC,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1
2583,107,2455,4,7,783,96.93,37505,1,IL,1,International,MI;CA;WA;FL;GA;OH;MA;IL;AZ;NC;VA;TX;PA,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
2584,655,1398,5,6,5171,96.11,55879,0,IL,6,National,IL;NY;FL;VA;CA;OH;PA;MA;WA;TX,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0
2585,343,3857,4,3,3446,97.9,19632,0,NY,3,Regional,FL;NY;CA;VA;WA,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0
2586,259,5939,1,9,2038,95.58,106121,1,NY,2,National,TX;VA;WA;NC;GA;OH;NY;PA,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2587,489,1570,4,5,581,91.57,4730,0,TX,8,Local,VA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0
2588,805,1610,2,14,8303,82.97,7273,1,IL,2,National,TX;IL;TN;GA;NC;MI;FL;OH;VA,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1
2589,740,1480,2,4,300,84.3,23342,0,FL,9,Regional,FL;WA;NC;NY,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
2590,1240,3416,2,8,1051,99.4,29303,0,IL,1,International,TX;WA;IL;NY;TN;CA;VA;OH;PA;MI;AZ;MA,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0
2591,582,2049,3,9,2984,91.91,67833,1,FL,2,Regional,TX;NC;AZ;TN;NY,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
2592,532,13220,3,5,569,92.47,25383,1,TX,9,National,GA;OH;NC;IL;VA;TX;AZ;MI;NY;TN;WA;PA,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0
2593,1372,2963,3,9,809,92.48,23649,0,FL,6,Regional,AZ;VA;OH;NY;MA,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
2594,299,5194,3,3,659,95.57,46469,1,NY,7,National,VA;GA;MA;MI;NC;WA;TN,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
2595,407,814,1,3,623,92.6,36648,1,IL,7,Regional,PA;FL;TN;WA,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
2596,1138,9240,4,8,378,87.11,12396,1,TX,2,National,MA;FL;VA;OH;TN;TX;GA;NY;CA;AZ;PA,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1
2597,339,9569,1,5,2149,95.01,54673,0,CA,8,Regional,VA;PA;FL;MA;IL,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0
2598,161,512,4,6,551,95.54,47678,1,CA,4,Regional,TX;NY;AZ;TN;WA;MI,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
2599,1807,3614,3,8,2158,94.43,42607,1,CA,7,National,VA;MA;PA;AZ;TN;MI;TX;WA;NC;FL;OH,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
2600,1491,2982,2,5,528,93.06,34518,0,CA,5,International,AZ;VA;FL;CA;NC;TN;NY;PA;WA;IL;MA;TX;OH;MI,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
2601,66,372,1,4,1895,95.34,43181,1,IL,10,International,FL;AZ;OH;WA;CA;NY;TN;VA;GA;PA;TX;MA;MI;NC,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
2602,200,5105,2,7,4594,94.52,23064,0,NY,1,National,FL;PA;OH;GA;NY;TN;MI;TX;VA;CA;WA;IL,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0
2603,125,3965,4,10,528,97.28,4774,0,CA,1,National,VA;MI;CA;NY;NC;GA;PA;TN;WA;OH;MA;AZ,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
2604,131,2152,5,4,1016,86.86,92162,1,FL,2,Regional,MI;MA;TX;OH;AZ,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1
2605,902,3438,2,7,10193,94.01,7347,1,NY,3,Regional,OH;VA;MI;CA;PA;MA,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
2606,1681,3362,4,6,436,83.71,17596,1,IL,2,Regional,GA;NC;MA;AZ,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
2607,572,10032,3,7,595,94.85,27892,1,CA,3,International,PA;WA;NY;AZ;VA;IL;NC;CA;TN;MI;GA;OH;MA;TX;FL,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
2608,420,12134,2,7,1431,94.48,90316,1,TX,6,Regional,WA;MA;IL;GA;VA;CA;TN,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
2609,370,8195,5,8,304,93.34,45386,1,IL,1,National,CA;TN;MI;GA;IL;MA;WA;NY;TX;VA,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
2610,707,1414,4,5,1210,93.6,29867,0,NY,7,Regional,NY;MI;TX;VA;NC;MA,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0
2611,3141,6282,1,10,515,91.86,6409,1,CA,8,Local,GA;PA;IL,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
2612,160,8122,3,6,2405,93.48,10073,1,IL,8,International,MI;MA;TX;NY;TN;FL;AZ;NC;WA;CA;VA;IL,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
2613,1650,3300,3,4,856,88.82,69063,1,CA,1,Regional,WA;IL;PA;NY;CA,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0
2614,590,10312,3,10,778,90.38,38704,0,TX,10,International,OH;NC;GA;MA;VA;NY;MI;FL;WA;TX;CA;IL,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
2615,519,1722,4,10,693,89.75,4639,0,NY,1,National,OH;TX;FL;IL;AZ;CA;WA;NC;MI;VA,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2616,102,520,5,8,546,98.18,7046,0,NY,7,Regional,TN;AZ;MA;MI,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0
2617,617,1234,2,5,469,97.54,7243,1,FL,4,Regional,TX;GA;OH;CA;MA,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0
2618,206,2276,4,7,6458,94.6,4771,0,TX,5,International,TN;WA;TX;MI;CA;AZ;FL;VA;MA;IL;GA;NC;PA;OH,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0
2619,240,1323,1,6,3632,97.57,131272,0,IL,7,National,CA;NC;NY;AZ;MA;VA;MI;TN;WA;IL,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
2620,709,20244,5,5,697,89.86,22248,0,IL,8,National,WA;CA;MA;FL;NY;MI;GA,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
2621,454,7366,1,4,2061,94.33,13775,0,FL,8,National,IL;WA;MI;NC;TX;VA;AZ;CA;TN,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1
2622,312,9222,2,9,499,89.4,27477,0,FL,10,International,MA;MI;CA;AZ;GA;WA;PA;NC;TX;TN;IL;NY;VA;OH;FL,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0
2623,657,1314,4,10,250,96.75,3767,1,IL,3,International,AZ;WA;CA;MA;OH;MI;FL;TN;NC;GA;NY;VA;IL;PA;TX,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1
2624,893,11313,4,6,8503,98.29,17204,1,TX,2,Regional,NY;OH;GA;FL;TN;TX,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
2625,1218,2436,3,7,1265,94.16,18217,0,TX,8,Local,MA,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
2626,143,1459,3,7,1529,97.51,49614,0,FL,9,National,FL;NC;CA;MA;PA;GA;OH;TN,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2627,171,7864,2,6,1036,95.96,8945,1,NY,9,Regional,WA;AZ;VA;CA;NC;MA,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1
2628,489,2623,1,5,3266,97.93,3390,0,NY,2,National,TN;IL;NY;TX;VA;OH;PA;CA;GA;AZ,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
2629,236,9747,2,6,1518,93.77,23201,1,FL,9,National,NC;MI;WA;NY;VA;OH;TN;CA;PA,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
2630,713,5516,1,5,3051,90.17,16737,1,TX,2,Regional,AZ;IL;OH,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
2631,346,3885,1,5,407,93.4,24277,1,CA,2,International,MA;AZ;TN;OH;NC;TX;IL;PA;NY;FL;GA;VA;CA,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
2632,1421,2956,2,7,782,96.09,8678,0,FL,7,National,FL;MI;GA;TN;PA;IL;NC;NY;WA;OH,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
2633,1044,11015,4,7,1228,89.7,17727,1,IL,3,National,OH;TN;TX;MI;NC;FL;VA;PA;IL;CA;WA,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
2634,571,2529,4,7,1430,98.98,11072,0,TX,10,Local,NC;OH;TN,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
2635,240,3755,3,3,654,91.63,7653,0,NY,1,National,OH;MI;CA;IL;NY;TN;WA;NC;FL,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
2636,129,1057,1,7,412,91.03,134096,1,CA,1,National,CA;VA;IL;AZ;OH;WA;MA;NY;MI,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1
2637,334,15441,3,4,1475,88.69,57306,0,NY,4,Regional,NC;MI;WA,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0
2638,447,4380,4,9,701,97.78,41917,1,IL,2,National,MI;MA;AZ;NC;TN;CA;NY;WA;VA;TX,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
2639,375,11778,5,4,5291,90.77,19652,0,NY,2,Regional,MI;TX;WA;NC;PA;NY,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
2640,89,2066,2,6,343,93.76,55872,1,IL,6,Regional,NC;AZ;TX;CA;PA;FL,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
2641,367,1096,1,7,103,96.05,118977,0,NY,7,National,TN;TX;MA;PA;NY;IL;CA;WA;AZ;FL;OH,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
2642,1031,2062,4,7,2112,90.7,13408,1,CA,5,National,TN;MA;GA;CA;NY;NC;VA;IL;WA;OH;TX,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
2643,33,5602,4,8,273,85.77,35073,0,IL,5,Regional,TN;FL;CA;TX,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1
2644,124,14377,1,7,320,95.4,183151,1,FL,8,International,MA;PA;TX;TN;VA;IL;OH;CA;WA;NY;NC;GA;AZ,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0
2645,115,2786,5,9,1680,98.94,25668,0,CA,6,Local,NY;FL;OH,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
2646,2387,4774,2,8,2003,93.92,41176,0,TX,9,International,MI;WA;MA;OH;NC;NY;IL;PA;CA;AZ;TN;GA;FL;VA,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
2647,517,9110,4,10,2582,96.34,38895,0,FL,3,National,WA;IL;NC;AZ;FL;PA;VA,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
2648,564,1128,4,8,2534,93.66,7954,0,NY,7,International,TX;PA;IL;MA;NC;CA;OH;TN;AZ;NY;MI;VA;WA;FL;GA,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
2649,98,529,2,4,3244,97.16,6010,0,TX,3,Local,TN;MI;NC,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0
2650,823,1646,3,7,250,98.25,22527,0,CA,1,National,IL;VA;NY;CA;NC;WA;TN;PA;TX;MI;GA;MA,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2651,128,2092,1,12,1385,89.61,29912,1,TX,9,National,GA;MA;TX;FL;TN;AZ;WA;VA;MI,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
2652,288,801,2,6,1272,90.46,59205,0,NY,10,National,TX;VA;GA;AZ;MA;CA;MI;TN;OH;WA,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1
2653,178,2465,2,6,4208,94.78,8252,1,NY,5,National,WA;OH;CA;VA;PA;MA;IL,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
2654,399,9278,2,7,1690,90.98,19936,0,FL,1,Regional,NY;NC;OH;PA;TN,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
2655,1461,6161,4,6,1631,97.09,7503,1,TX,8,International,AZ;TX;TN;NY;VA;MI;FL;MA;CA;PA;IL;OH;NC,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2656,50,2264,3,4,672,89.7,15299,1,NY,8,Regional,WA;NY;GA;OH,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
2657,240,617,4,7,1574,93.97,7197,0,FL,1,Local,WA,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0
2658,285,1541,3,5,525,99.02,17245,1,TX,7,Regional,TN;IL;OH;MI;VA;NY,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
2659,2416,4849,1,12,1360,95.71,19205,0,FL,6,National,IL;TN;MA;OH;FL;VA;GA;MI,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
2660,309,9178,2,6,440,97.77,9227,0,FL,6,International,AZ;NC;IL;MA;FL;GA;PA;OH;VA;MI;TN;NY;TX;WA,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0
2661,318,1491,4,8,230,81.67,35407,1,IL,6,International,TN;WA;OH;VA;MA;PA;AZ;NC;CA;TX;GA;NY;MI;IL;FL,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
2662,210,3950,3,8,2557,97.94,38029,1,TX,7,National,VA;IL;MI;TN;PA;NY;GA;CA;FL,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2663,426,1816,4,8,385,86.25,25365,1,IL,2,National,OH;WA;PA;AZ;CA;NC;TX,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0
2664,155,2741,4,6,1786,96.45,21276,1,IL,3,International,IL;MI;CA;WA;MA;NY;TN;FL;OH;VA;GA;PA;NC,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0
2665,372,6365,2,9,3056,96.86,3764,0,FL,4,National,TX;OH;CA;IL;FL;MA;NY,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2666,413,4866,5,8,729,96.04,12463,1,FL,4,Regional,FL;MA;MI;VA;TX;NC;AZ,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
2667,1157,21475,5,6,406,97.62,26135,0,CA,6,International,MA;FL;OH;CA;TN;IL;MI;VA;PA;WA;AZ;NY;GA;NC,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
2668,570,5225,3,7,2612,81.29,8870,0,FL,5,Regional,PA;GA;WA,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0
2669,223,6007,1,7,219,92.03,9918,0,TX,6,National,MI;FL;VA;CA;TX;AZ;NC,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
2670,122,1148,3,7,920,96.62,7018,0,TX,8,International,NC;MA;WA;NY;CA;TX;VA;TN;IL;PA;FL;OH,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
2671,527,3058,3,6,19755,95.31,13752,1,NY,9,National,MI;GA;TN;FL;OH;AZ;TX;NC;NY;PA;CA;VA,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0
2672,80,20945,3,3,641,95.3,155163,1,IL,5,Local,MA;PA;TX,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
2673,451,1022,1,9,2658,94.76,12998,1,TX,2,Regional,GA;FL;VA;NY;NC,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
2674,296,2262,5,7,103,94.23,9561,0,CA,8,International,VA;IL;TN;FL;OH;AZ;TX;NY;GA;PA;MI;MA,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
2675,179,1636,3,7,877,95.78,29652,1,IL,7,International,VA;FL;TX;WA;AZ;GA;MI;CA;NC;TN;IL;OH;NY;PA,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
2676,81,5778,2,9,462,87.05,26049,1,CA,2,Local,GA,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1
2677,313,1690,3,10,418,84.47,3408,0,IL,5,Regional,VA;TN;TX,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0
2678,2007,4014,3,7,1609,94.01,122801,1,IL,2,National,TN;GA;NC;CA;AZ;VA;PA;MI;NY;OH;TX;FL,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0
2679,158,1135,3,7,939,88.07,33606,0,TX,10,International,CA;WA;VA;MA;NY;GA;MI;TN;OH;FL;PA;TX;AZ;NC;IL,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
2680,1141,5103,2,11,1347,95.87,23862,1,FL,1,National,MA;VA;NY;TX;FL;AZ;PA,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
2681,53,4810,2,12,4123,85.42,40848,0,CA,6,Regional,WA;VA;MA;TX;CA;PA;TN,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
2682,915,1912,5,6,3591,89.6,43026,0,CA,4,Regional,TN;CA;NY;OH,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
2683,1020,6917,3,6,675,94.47,6251,1,IL,7,International,VA;MI;TX;CA;FL;NY;AZ;MA;GA;IL;PA;WA,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
2684,3018,6036,1,9,2109,95.53,131753,1,IL,10,Regional,NC;MA;CA;PA;WA;AZ,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0
2685,100,1110,3,6,384,93.42,36252,0,TX,7,Regional,VA;NY;AZ;GA;PA,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0
2686,498,996,3,5,4175,86.16,1787,1,NY,4,Local,NC;MI;NY,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
2687,1806,3612,2,5,801,96.65,7675,0,CA,8,International,TX;IL;OH;GA;PA;NY;CA;TN;FL;MI;NC;AZ,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
2688,1032,12086,1,7,2343,92.27,5784,1,TX,9,National,FL;IL;TN;CA;WA;MI;PA;MA,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
2689,415,830,1,6,1252,92.24,8357,1,CA,6,Regional,TX;OH;VA;FL;MI,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0
2690,1176,2352,5,4,4521,95.27,18027,0,CA,8,Local,MI;MA;PA,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1
2691,608,2615,4,5,435,95.21,10327,0,CA,8,National,AZ;NC;TX;WA;OH;GA;IL;NY;CA,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
2692,1460,2920,4,7,290,94.74,12030,1,NY,6,Regional,CA;MA;MI;TX;PA;GA,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
2693,204,5494,2,9,2565,89.31,8573,1,TX,5,National,FL;TN;TX;NY;VA;MA;NC;OH;IL;WA;GA;PA,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
2694,225,23871,5,6,1061,98.43,3173,1,CA,10,International,PA;TX;GA;AZ;MI;CA;MA;WA;VA;FL;TN;IL;NY;NC,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
2695,236,2529,3,10,5178,90.39,14280,1,FL,3,National,PA;MA;GA;FL;IL;NC;TN,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0
2696,904,12556,3,10,1402,92.59,38279,0,TX,7,Local,TX;MA;AZ,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
2697,82,1409,4,10,3474,80.85,17112,1,IL,4,Regional,IL;NC;MI;TX;VA,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
2698,1021,2417,5,6,225,91.54,12034,0,FL,7,National,FL;GA;MA;CA;NY;OH;TX;VA,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
2699,182,364,3,9,570,92.27,43459,0,FL,5,International,TX;GA;TN;MI;AZ;OH;NC;IL;PA;MA;FL;VA;WA,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1
2700,695,1390,1,9,1736,91.47,648386,1,CA,1,National,CA;NC;MI;WA;MA;GA;FL,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
2701,526,1643,2,6,1466,86.23,12265,1,CA,4,Regional,IL;GA;WA;NY;TX;FL;PA,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
2702,754,3849,1,13,1760,93.61,8105,1,CA,5,Regional,NC;TN;FL;PA;WA;OH,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
2703,617,10584,5,6,2211,95.28,5465,1,CA,5,Regional,MI;TX;VA;OH;AZ,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0
2704,5808,11616,3,10,644,92.39,33093,0,NY,6,National,OH;WA;CA;GA;PA;IL;VA;MI;NC;TN;TX,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1
2705,147,3367,5,6,1198,82.7,29727,1,IL,7,Regional,WA;AZ;GA,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
2706,146,6706,1,12,847,94.96,275454,0,FL,6,Local,WA;TN;IL,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1
2707,699,5865,1,7,4294,95.71,129886,1,IL,6,National,WA;CA;GA;TX;NY;MA;NC;MI;TN;PA,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1
2708,192,1981,2,6,1048,88.72,16257,0,NY,3,National,OH;WA;TX;NY;FL;NC;CA;MI,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
2709,91,1444,2,11,50,86.43,26393,1,IL,6,Regional,AZ;FL;WA;CA;MI;IL,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0
2710,355,11132,3,7,2980,89.49,8411,0,NY,6,International,CA;MI;VA;GA;FL;TN;IL;OH;WA;NC;MA;TX;PA,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
2711,1304,14541,5,5,2926,80.45,23051,1,TX,2,Regional,OH;NC;GA;CA;IL,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0
2712,178,2727,5,6,5019,89.66,9444,0,NY,9,National,MI;TN;CA;GA;AZ;WA;MA;NY;VA;IL;PA,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0
2713,2173,4346,5,11,508,96.59,31838,0,TX,3,Regional,GA;TX;TN;AZ;MI,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
2714,617,2920,2,13,5863,97.42,26528,1,IL,5,Regional,PA;GA;VA;WA;OH,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
2715,718,16199,1,6,706,91.59,19056,0,FL,1,National,GA;TX;PA;OH;VA;WA;NY;MI;IL;AZ,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1
2716,41,10003,4,9,1491,81.42,27369,0,FL,10,Regional,FL;TN;NY;GA;CA;MI,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0
2717,561,5134,4,9,391,82.49,66096,1,TX,7,National,FL;MI;TN;NC;GA;PA;CA;IL;AZ;TX;MA;VA,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1
2718,850,1700,2,8,2679,96.8,10559,1,FL,2,International,VA;PA;NY;MI;IL;MA;AZ;TN;FL;TX;WA;OH;CA;NC,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
