business_id,sku_count,shipping_volume,order_speed_expectation,business_type,target_market,city,state,country,log_avg_order_value,daily_order_variance,return_rate_pct,avg_sku_turnover_days,top_shipping_regions,temperature_control_needed,avg_package_weight_kg,dimensional_weight_class,year_founded,business_age_yrs,growth_velocity_pct,industry_Fashion,industry_Electronics,industry_Health,industry_Beauty,industry_Home Goods,industry_Food & Beverage,industry_Consumer Packaged Goods,growth_Stable,growth_Growing,growth_Explosive,growth_Seasonal,tech_Shopify,tech_WooCommerce,tech_Amazon,tech_NetSuite,tech_Etsy,tech_Magento,service_Pick and Pack,service_Returns,service_Kitting,service_FBA Prep,service_Subscription Box Fulfillment,service_Same-Day Shipping,service_Custom Packaging,service_Freight Forwarding,service_Inventory Management,service_B2B Fulfillment,service_International Shipping,specialty_Fragile Items,specialty_Heavy Goods,specialty_High SKU Count,specialty_Perishables,specialty_Same Day Delivery
662,914,17541,6,B2B,Local,New Kylechester,NE,USA,14.106919870648682,4.534119910356921,9.000945012138624,16.973267808736942,OH:0.49;NC:0.25;GA:0.26,none,0.5709694744988723,parcel,2008,17,8.198328159812352,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
663,781,38498,7,B2C,Regional,Bellton,KY,USA,21.462319925861642,1.5402745589801563,23.006731004163886,22.447808131646084,NY:0.12;IL:0.43;TX:0.45,refrigerated,1.1647728732591522,parcel,2005,20,4.637795454138123,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
664,785,16538,3,B2B,International,Mackmouth,WI,USA,13.710509862782965,5.026821292302735,19.684339509855974,37.21786690555923,NY:0.19;PA:0.81,none,4.7189816020529385,bulky,2013,12,8.59635646572769,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1
665,322,42042,4,B2B,Regional,West Austin,OR,USA,23.792706428808746,1.9423049393223828,29.919672737154162,28.545340309890726,NY:0.11;CA:0.25;MI:0.43;IL:0.21,none,0.5802632952639178,bulky,2004,21,5.249627609087873,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
666,773,33831,7,B2B,National,New Joseph,WA,USA,15.959449176450846,3.3348412268831042,13.465925072742326,13.583924915450465,GA:0.49;FL:0.42;MI:0.09,none,2.174881801081504,bulky,2000,25,8.508095357289038,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
667,326,15234,2,B2C,Local,Marcstad,MI,USA,13.889350238460489,1.0935958420858296,2.751204910111016,12.999365256657573,CA:0.51;NC:0.11;NY:0.27;PA:0.10,none,2.401533848521441,letter,2001,24,6.152319476904315,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
668,78,33754,3,B2B,Local,West Anthonyville,MI,USA,21.94152700644711,5.873240661100644,11.628706514954303,49.2234739480951,FL:0.59;NY:0.19;NC:0.17;PA:0.05,none,2.3505529014279616,parcel,2017,8,8.790738668098662,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
669,103,18684,6,B2C,National,Port Rachelmouth,OK,USA,13.799874618061574,10.962960984769982,10.392314001025863,12.61421566362077,MI:0.19;GA:0.81,none,1.9013895326060166,bulky,2009,16,8.401343459051997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
670,129,31845,4,B2B,Local,Benjaminmouth,IL,USA,17.91724627582897,16.426002220747918,3.7687660765150337,36.49521109491417,OH:0.21;TX:0.52;GA:0.17;MI:0.10,refrigerated,3.6952168394991896,parcel,2015,10,7.202167931043821,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
671,625,27184,3,B2C,National,Port Morgan,WI,USA,29.026432264791637,2.9011331544284737,13.146642553111407,15.312448855736035,NY:0.14;PA:0.35;IL:0.23;NC:0.29,none,1.4708735393495707,parcel,2012,13,7.318027671364714,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
672,509,12439,1,Hybrid,International,Port Timothyburgh,DE,USA,21.13256100846948,26.79170835020679,31.877080835664195,30.857044803645866,NC:0.51;FL:0.10;NY:0.39,refrigerated,8.75895900665051,parcel,2019,6,6.450907690417712,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
673,337,20513,7,B2C,National,Carterhaven,NC,USA,23.828371733765973,1.6580585571481974,9.33891975106984,18.66927318141076,FL:0.11;MI:0.76;NC:0.14,refrigerated,1.1362122901130411,parcel,2005,20,4.402611871539774,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
674,285,48109,2,Hybrid,International,Travischester,WY,USA,31.203474351287365,9.108374758242016,24.307298527855583,15.305649460571088,OH:0.35;MI:0.12;NC:0.53,frozen,10.279557610848359,parcel,1995,30,6.858118167292006,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
675,834,42822,2,B2C,International,East Megan,MN,USA,29.57742457421307,9.090471651049212,7.971864987710687,14.616947990822968,OH:0.39;MI:0.49;PA:0.12,none,0.1615993818247218,bulky,2012,13,9.126318650984237,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
676,86,7501,2,B2C,International,Fryeport,LA,USA,11.423615442795898,9.250264503500459,25.154848638605138,15.239481185077658,OH:0.60;CA:0.08;TX:0.03;NC:0.29,none,2.4544358563896638,letter,2015,10,7.529107721654239,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
677,123,19127,4,Hybrid,National,Sanchezstad,NH,USA,11.992275426356901,17.361369966629358,7.472617500889974,29.055012799575916,MI:0.41;NY:0.22;TX:0.37,none,1.6150556163299938,letter,2009,16,3.1627914551224934,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
678,846,35301,3,Hybrid,National,Watsonstad,OK,USA,11.856158991736034,24.51872635159446,15.164729482619189,10.322399997566881,NY:0.48;GA:0.48;PA:0.03,none,5.458849462457242,parcel,2005,20,6.210475907892933,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
679,667,8311,4,B2B,Local,East Victoria,FL,USA,26.52199463522815,1.1489255092082007,9.714331053190842,17.52385029646688,PA:0.46;CA:0.33;OH:0.16;NC:0.05,refrigerated,7.553138370178263,bulky,2011,14,15.897950336997235,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
680,351,38171,6,Hybrid,International,Warrenside,ME,USA,24.785736657816575,62.29104201372909,18.31037517882711,17.647498076400144,TX:0.15;NC:0.19;FL:0.27;OH:0.39,none,2.5013441016704685,parcel,2011,14,14.712059252142483,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
681,205,43109,7,Hybrid,International,South Davidstad,SC,USA,23.67831396571283,0.6331325485934983,24.723000057146525,25.234054074660875,MI:0.17;PA:0.15;GA:0.36;IL:0.32,none,7.347899780243831,bulky,2019,6,3.4501364048973304,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0
682,16,19755,5,B2C,International,Lake Paigemouth,OR,USA,15.398872607441243,7.010101399148831,30.882741203584363,18.71139607381254,MI:0.81;PA:0.19,none,2.12133539286194,parcel,2012,13,5.8125299693979535,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
683,166,38304,2,Hybrid,National,Port Breanna,VA,USA,24.66960124026755,3.5434297313985357,26.09918537217372,22.762828912603023,PA:0.48;MI:0.52,none,4.824789514501578,letter,2024,1,10.334717954724079,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
684,287,28305,2,B2C,National,Riceview,HI,USA,34.26069877866029,12.043386560972353,15.804713059357677,23.03213078665891,NY:0.10;OH:0.17;CA:0.74,none,1.6807219588167055,parcel,2009,16,13.463604865476945,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
685,614,25436,7,B2C,Regional,Josephfort,WY,USA,12.02138633994058,1.4400132991792622,29.425210000996525,15.389416793280512,MI:0.01;PA:0.93;NC:0.06,none,7.886742459802227,parcel,2008,17,7.066733504535863,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
686,530,17230,1,B2C,National,Gregoryport,NM,USA,44.93183170580683,3.701601425725429,23.067892583618562,37.14981131971371,IL:0.12;NY:0.09;TX:0.79,refrigerated,11.179820259241342,parcel,2015,10,4.620502206471592,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
687,672,48316,3,B2B,Local,Port Danielchester,LA,USA,31.915355682993567,3.977837910250512,12.065527807950792,31.346700274143885,NC:0.29;FL:0.71,refrigerated,4.652629722133062,bulky,1999,26,7.884206051436332,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
688,897,14251,6,B2C,Local,East Savannah,RI,USA,9.721956172604889,3.533605549012858,21.32250952210269,24.621460863981472,FL:0.05;PA:0.95,none,6.694389379699348,parcel,2023,2,5.203394480818,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
689,423,20558,6,B2C,International,Sarahmouth,IN,USA,11.989091225946444,7.321080976182726,46.457241875134606,10.58258785246135,CA:0.81;FL:0.17;OH:0.02,refrigerated,8.819812724914076,parcel,1996,29,3.8334544746168677,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
690,25,7061,3,Hybrid,Regional,Patriciaville,HI,USA,41.85666886874332,13.863500442254471,14.375503968460537,19.977341417163323,CA:0.07;IL:0.25;GA:0.09;NY:0.59,frozen,0.8987656224036905,bulky,2023,2,14.366472346759755,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1
691,743,44306,1,B2B,National,Williamstad,SC,USA,8.690320109959302,1.635988881116553,37.17462917042572,16.60731237877394,TX:0.12;OH:0.04;IL:0.63;GA:0.21,none,0.39630650668628736,letter,1998,27,15.593511207732636,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
692,318,43712,3,B2B,Regional,South Michaelville,WA,USA,15.154640289191184,4.117324016570508,6.998540505930058,41.054316632120646,OH:0.27;CA:0.29;NY:0.35;TX:0.10,none,1.7612249086244642,parcel,1995,30,5.975698035320003,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
693,21,21637,5,B2C,Regional,Jessicaville,MT,USA,24.50356827659143,3.962130016909136,18.95869547121894,26.597364434445176,IL:0.11;NC:0.25;GA:0.28;CA:0.36,none,1.3876427103748117,parcel,2018,7,8.74296952380598,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
694,836,22846,7,B2B,Regional,Johnchester,KY,USA,16.252200797611657,1.4943112776137057,12.862825322550353,21.15760235512335,PA:0.63;OH:0.37,none,0.9389094161475483,parcel,2015,10,12.153094546948118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
695,133,7783,5,B2C,Regional,Martinezborough,NJ,USA,32.094468907987824,20.64129086532292,13.294383557026695,13.71902855352205,FL:0.00;OH:0.85;NY:0.04;TX:0.11,refrigerated,2.387691376774041,letter,2021,4,3.4271693388215194,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
696,372,49297,5,B2C,Regional,Lake Ricardo,WA,USA,11.1142638465667,3.35589427559929,14.86459128306718,11.266038309302171,TX:0.79;FL:0.21,frozen,3.903658813819154,parcel,2015,10,14.95949417600677,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
697,444,40455,7,Hybrid,Regional,Robinfurt,OH,USA,17.204046092592293,2.66740443944768,20.07392435613218,18.45069937115967,GA:0.74;PA:0.22;FL:0.03,none,2.2293839312389343,letter,2018,7,7.90793369948874,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
698,694,36922,3,B2C,National,East Steven,VA,USA,20.399934972029264,7.76869013340997,8.826015330994244,23.38985399313088,NY:0.14;OH:0.86,none,12.751816417648275,parcel,2020,5,8.565239238559766,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
699,82,23464,2,B2B,Regional,Amystad,KS,USA,22.03998590321541,7.397433907957267,26.98703619118243,13.452412125414371,FL:0.28;IL:0.45;PA:0.27,none,7.208065026391194,parcel,1995,30,8.887376408578936,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
700,800,7224,6,Hybrid,National,Samuelbury,ND,USA,15.136185152458868,1.2369870719502194,10.536050952154028,8.79386121566387,PA:0.56;IL:0.03;CA:0.07;NY:0.35,none,9.223962200217173,parcel,2021,4,5.14700905828886,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
701,182,38837,6,Hybrid,International,New Kerry,NV,USA,24.126314276097812,3.4504987999338246,40.95351393962267,36.8078925736172,OH:0.00;MI:0.69;CA:0.24;PA:0.06,frozen,5.139254751646571,bulky,1998,27,5.826621680419651,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
702,530,42460,3,Hybrid,National,Hamptonside,KY,USA,17.239510408316892,8.04857969389902,29.481341234214746,10.645366979747461,OH:0.52;IL:0.37;TX:0.04;MI:0.08,none,2.2093180737317972,letter,2021,4,6.081784883355731,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
703,901,34511,6,Hybrid,International,Johnsonville,RI,USA,39.563329626860295,2.6443368379872143,7.432216056739316,17.084038251194016,TX:0.53;MI:0.12;NY:0.10;FL:0.24,refrigerated,3.0275692064359943,bulky,2013,12,6.521165594308783,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
704,817,42907,4,B2B,Local,South Christie,MN,USA,25.24826526342206,23.506632785624017,28.348794178476343,13.58307409463297,CA:0.57;PA:0.43,refrigerated,1.4734065622915011,letter,1998,27,11.37453740111662,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
705,848,24000,6,B2C,International,Carolynhaven,KY,USA,13.262821599567786,3.861758741721828,10.850726781691982,19.232255876178304,NC:0.69;PA:0.18;OH:0.09;GA:0.04,none,1.0282288737187841,parcel,2006,19,7.688992597251475,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
706,641,23555,5,B2B,Local,North Darren,MI,USA,9.090400594924551,6.421086483613472,10.974767698494505,15.637795656539176,OH:0.16;NY:0.84,none,3.420970714389621,bulky,2003,22,12.46257458770208,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
707,782,24188,2,B2B,National,South Michaelfurt,NH,USA,18.16124721330354,14.231209409992589,14.86105001925069,12.184614328350731,NC:0.87;MI:0.09;IL:0.04,none,8.209622216833559,bulky,2019,6,8.32928916848043,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
708,102,6618,6,B2B,Local,Millerton,IL,USA,14.261932790831924,7.304973262676346,1.9964201339543088,32.42201964074131,TX:0.21;IL:0.57;MI:0.21,none,1.2822437811409004,bulky,2005,20,3.6528936217718586,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
709,693,10658,3,B2C,Regional,West Thomastown,OK,USA,23.046205814468404,1.9774707853914657,38.17999027863494,22.36596345296597,NY:0.66;FL:0.26;CA:0.03;NC:0.05,none,9.41992280095353,parcel,2002,23,10.62897746542365,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
710,591,36625,2,B2B,International,Marvinchester,OK,USA,39.99577251778486,5.767066011156475,26.932413341723972,42.06500150195454,PA:0.73;NY:0.15;MI:0.11,frozen,7.320735833506207,bulky,2012,13,6.035522571266279,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
711,262,46534,7,Hybrid,Regional,East Vanessaburgh,MA,USA,7.4740977546509315,3.200340478271112,15.889375148881916,22.180560611821488,IL:0.01;CA:0.62;GA:0.37,none,2.2240164693065867,parcel,2014,11,6.035459987237917,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
712,32,11729,5,Hybrid,International,South Brittanyborough,CA,USA,54.5388374975319,20.877251482875,11.60362715550867,12.483696996649881,IL:0.04;CA:0.44;GA:0.29;NY:0.23,none,4.228133529288739,parcel,2017,8,11.134760559456168,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
713,327,30129,5,B2B,Regional,Boyleland,TX,USA,15.897003908945196,2.4467447957217763,28.04912218309907,15.966168812800753,CA:0.22;PA:0.69;TX:0.01;OH:0.08,refrigerated,5.31891926322013,parcel,1997,28,10.729661150328125,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
714,760,11064,2,Hybrid,International,Tylerton,WA,USA,61.65917124320087,3.30605095687145,26.09974173725703,16.90871078964248,OH:0.75;MI:0.25,none,20.25644492833019,letter,2020,5,6.305665933302547,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
715,197,22998,1,Hybrid,International,Lake Christinachester,FL,USA,13.440638789072308,5.0151768265703645,31.63080271531567,20.93354295405897,PA:0.23;TX:0.77,none,1.8664092926851155,parcel,2005,20,5.5814881506937635,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
716,72,40225,5,Hybrid,National,Port Chad,AK,USA,11.387369084738708,7.132245215542961,3.2332539224702597,13.02919861249451,CA:0.21;PA:0.44;TX:0.35,none,1.937369153168319,parcel,2000,25,12.222049603361656,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
717,903,6854,6,B2C,Regional,Port Bryan,MN,USA,23.547644025772403,6.8763909177848115,39.26541757580621,20.601448819048503,GA:0.86;CA:0.14,none,3.0781956114669913,parcel,2014,11,12.006443403899022,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
718,709,23375,2,B2B,National,South Jennifer,CT,USA,22.089703852188563,5.237204429676276,10.634558705703038,10.208446972399438,NC:0.27;TX:0.73,none,6.023776859316307,parcel,2005,20,4.120580444716888,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1
719,823,12843,4,B2C,Regional,South Amandafort,NY,USA,35.45170678054872,5.556790439332079,36.43983994634112,29.99133223065433,MI:0.09;NC:0.07;OH:0.45;GA:0.39,none,1.7329845233805579,parcel,2012,13,1.7307179787787637,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
720,791,29853,2,B2B,National,South Brenda,FL,USA,17.303758580589864,1.3080680619222946,37.33974512634798,20.900177166995466,TX:0.06;PA:0.19;GA:0.75,none,1.1908238077578404,parcel,2014,11,9.496754577798841,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
721,725,45330,1,B2B,National,New Jeffreyhaven,WY,USA,19.79821335841607,6.425911260325908,14.87379876327544,26.332334664583197,CA:0.21;NC:0.44;MI:0.25;GA:0.10,none,10.02252202732241,bulky,2004,21,7.905732432257657,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
722,766,28929,5,B2B,Local,Port Jerry,UT,USA,41.50662032379832,1.7210100772772143,7.931122552898408,13.874181594494555,FL:0.48;NY:0.02;PA:0.50,refrigerated,3.5564959952310677,parcel,1997,28,15.284421193904786,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723,637,42470,1,B2B,Regional,Moranside,OR,USA,14.443610630049111,26.758826204130266,45.52587815129289,15.436414945027076,PA:0.81;FL:0.19,none,2.631406910351018,parcel,2007,18,6.623546777855081,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
724,155,10718,5,B2B,International,Port Christopher,AZ,USA,19.904242067733612,5.455376101767777,13.22348972367298,25.156995237519403,CA:0.39;OH:0.18;NC:0.43,frozen,2.3435170673310286,parcel,2007,18,9.909845593050642,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
725,651,1183,6,B2B,National,West Cynthiatown,RI,USA,20.1514113656938,11.947323698666874,15.458827734292651,13.065285888592996,TX:0.24;MI:0.54;FL:0.21;OH:0.01,frozen,4.28321714411122,letter,2010,15,7.1486035699317725,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
726,272,49002,6,Hybrid,National,Lake Amy,HI,USA,10.378806957654415,12.290222527361255,13.315747596030198,20.930999476455625,OH:0.41;NY:0.59,none,2.7842541254945528,letter,1997,28,7.39712784207092,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
727,490,2839,4,B2C,Regional,Margaretville,ND,USA,10.099211822404621,4.602366185158278,15.888449049343265,12.206148126734439,TX:0.48;NY:0.05;OH:0.45;IL:0.02,none,6.841758759926375,parcel,2006,19,9.052554738520815,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
728,795,33505,2,B2B,Local,Melodybury,TX,USA,24.882474170650422,0.5048969976826517,20.77027225094026,15.289557526791528,FL:0.50;PA:0.03;GA:0.47,none,8.605044826129689,bulky,2001,24,3.779037284367594,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
729,527,19623,1,B2B,International,South Makayla,GA,USA,12.887982894088005,0.8308105024487189,5.5032240842121904,41.522314961495354,TX:0.20;NY:0.44;IL:0.36,none,0.6539230115993203,parcel,2012,13,6.6443983655355225,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
730,711,7798,1,Hybrid,National,Wintersstad,AR,USA,26.65657344791458,3.8646434170875374,21.576678723103562,16.72541138637772,CA:0.49;FL:0.09;TX:0.41,none,7.9365282398982,parcel,2016,9,2.146368127964302,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
731,843,4328,4,B2B,Local,East Matthew,OR,USA,29.687726377813778,7.507190400092159,14.964323875807068,23.302494953138545,MI:0.74;OH:0.11;GA:0.03;PA:0.12,none,2.325619233522273,parcel,2002,23,13.853562864046237,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
732,475,42226,4,Hybrid,National,South Rhonda,MN,USA,30.304204358639588,2.6751968376189725,30.115108809391728,16.215811197784202,FL:0.34;PA:0.18;CA:0.47,none,3.0474609029162525,parcel,2008,17,7.395722208893018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
733,737,27394,5,B2C,Local,Christopherview,NJ,USA,28.937110649136244,5.718230745605391,11.345403997083855,10.224494570211155,OH:0.03;GA:0.23;NC:0.74,refrigerated,1.4907093334020707,parcel,2009,16,5.0149636732797775,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
734,418,44105,2,B2B,National,Richardbury,MA,USA,14.149606505170647,8.029946110105689,11.149661644296566,30.128357393469212,GA:0.63;NC:0.24;OH:0.13,none,1.766506380544382,bulky,2006,19,6.5580757828511285,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
735,121,31317,5,B2C,International,New Bryanview,GA,USA,16.443622427155375,4.186878849150766,7.6862304811794875,26.435548228300405,FL:0.68;OH:0.10;NC:0.17;TX:0.06,none,1.430721118812289,bulky,2009,16,9.755888866795768,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
736,706,49388,5,B2B,Regional,Lake Josephside,LA,USA,56.09497412456379,15.553389558070851,20.319381951123052,13.075286089650051,FL:0.48;GA:0.13;PA:0.37;IL:0.03,refrigerated,2.8823586001556567,parcel,2024,1,3.99916551046516,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
737,31,6119,1,Hybrid,Local,Morganhaven,CA,USA,11.125733913536019,0.8207037563851189,55.13614876020817,12.886983588612582,IL:0.02;TX:0.98,none,15.07008135769229,letter,2006,19,4.056813598227774,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
